ComuneCercaOLD,Comune_residenza_old_MANUALE,appoggio,Comune_residenza,Frequenza sinistri 2021,Costo Medio Totale 2021,Veicoli Anno 2021,Frequenza sinistri 2020,Costo Medio totale 2020,Veicoli Anno 2020,Frequenza sinistri 2019,Costo Medio totale 2019,Veicoli Anno 2019,Frequenza sinistri 2018,Costo Medio totale 2018,Veicoli Anno 2018,Regione,Provincia,Zona
Castelfranco di Sopra,Castelfranco di Sopra,,Castelfranco Piandiscò,0.045930998,2907.594142,5203.457534,0.037416811,4109.865285,5158.10929,0.061735128,5208.668224,3466.421918,0.068445184,2573.327014,3082.758904,,,
Montemignaio,,,Montemignaio,0.040659086,2208.083333,295.1369863,0.037737971,5226.272727,291.4836066,0.047395563,4675.214286,295.3863014,0.059580965,1546.647059,285.3260274,Toscana,Arezzo,Centro
Montenars,,,Montenars,0.026073291,2090.25,306.8273973,0.020090388,1325.833333,298.6502732,0.019307572,2275.166667,310.7589041,0.010492224,1266.666667,285.9260274,Friuli-Venezia Giulia,Udine,Nord-est
Follonica,,,Follonica,0.041697085,2477.002257,10624.24384,0.038068262,2132.134474,10743.85792,0.048790977,2630.041199,10944.64658,0.048984657,4185.615538,10248.10685,Toscana,Grosseto,Centro
Castel Ritaldi,,,Castel Ritaldi,0.036550946,5236.446154,1778.339726,0.031273845,3338.789474,1822.60929,0.051511798,2773.723404,1824.824658,0.045766557,3353.860465,1879.10137,Umbria,Perugia,Centro
Sant'Egidio del Monte Albino,,,Sant'Egidio del Monte Albino,0.054648538,3746.243094,3312.073973,0.045876159,7204.552632,3313.26776,0.071630592,3475.12605,3322.60274,0.082824104,3739.462963,3259.920548,Campania,Salerno,Sud
Bronte,,,Bronte,0.043901489,4900.744986,7949.616438,0.038835995,2428.332237,7827.789617,0.051121711,2639.90932,7765.780822,0.055995773,2710.555819,7518.424658,Sicilia,Catania,Isole
Costacciaro,,,Costacciaro,0.027998595,1655.421053,678.6054795,0.023512595,5226,680.4863388,0.044739766,1988.709677,692.8958904,0.041295599,2908.5,678.0383562,Umbria,Perugia,Centro
Penna in Teverina,,,Penna in Teverina,0.030155614,4660.823529,563.7424658,0.030749125,2852.111111,585.3825137,0.034677295,2473.857143,605.5835616,0.044701987,3759.666667,604,Umbria,Terni,Centro
Castelbottaccio,,,Castelbottaccio,0.026756915,2143.666667,112.1205479,0.009280154,100,107.7568306,0.00866181,1690,115.4493151,0.034408805,839,116.2493151,Molise,Campobasso,Sud
Greccio,,,Greccio,0.032844515,4810.6,913.3945205,0.035365202,4959.53125,904.8442623,0.048101087,2450.418605,893.9506849,0.067346122,2763.932203,876.0712329,Lazio,Rieti,Centro
Colonna,,,Colonna,0.04867362,3105.75,1725.780822,0.041535088,3101.386667,1805.702186,0.062473303,9217.217391,1840.786301,0.060800118,2975.657407,1776.312329,Lazio,Roma,Centro
Roma,,,Roma,0.062254409,3796.3296,973922.989,0.052377,3975.224003,1003952.109,0.076291591,3480.90857,1013860.093,0.075497397,3384.093201,1002921.997,Lazio,Roma,Centro
Vivaro Romano,,,Vivaro Romano,0.018386983,850,54.38630137,0.016692511,12603,59.90710383,0.068560695,5460.25,58.34246575,0.037927989,2605,52.73150685,Lazio,Roma,Centro
Amaroni,,,Amaroni,0.019815705,1902.533333,756.9753425,0.014232686,2752.545455,772.8688525,0.019744387,2557.466667,759.709589,0.022533646,2750.823529,754.4273973,Calabria,Catanzaro,Sud
Balestrate,,,Balestrate,0.040662951,2392.5,2459.241096,0.032488817,8578.304878,2523.945355,0.037683336,3411.6,2521.008219,0.047658496,3404.294118,2496.931507,Sicilia,Palermo,Isole
Castronno,,,Castronno,0.036531324,2109.191489,2573.134247,0.033803101,2251.272727,2603.311475,0.047203242,5149.141732,2690.493151,0.054006911,1703.739437,2629.293151,Lombardia,Varese,Nord-ovest
Ciminna,,,Ciminna,0.023479248,2110.261905,1788.813699,0.031619125,3132.763636,1739.453552,0.048275482,1916.083333,1740.013699,0.043165031,2372.067568,1714.350685,Sicilia,Palermo,Isole
Villabate,,,Villabate,0.061175058,2170.602469,6620.345205,0.047701618,2588.430723,6959.931694,0.072668609,5758.208171,7073.205479,0.077890873,5989.225225,7125.353425,Sicilia,Palermo,Isole
Gaggi,,,Gaggi,0.04155582,1781.816667,1443.841096,0.03341671,6835.458333,1436.407104,0.04736885,2108.357143,1477.764384,0.039974561,3490.385965,1425.906849,Sicilia,Messina,Isole
Merì,,,Merì,0.041006053,2308.6,975.4657534,0.038038685,47667.18919,972.6939891,0.04831544,3416.333333,993.4712329,0.055157803,3328.924528,960.8794521,Sicilia,Messina,Isole
Corsano,,,Corsano,0.030655363,2574.2,2609.657534,0.03222118,3606.023529,2638.016393,0.046364922,20866.54032,2674.435616,0.048358566,11759.30631,2295.353425,Puglia,Lecce,Sud
Raccuja,,,Raccuja,0.027412545,2859.071429,510.7150685,0.03111633,6952.5625,514.1994536,0.030945152,3318.6875,517.0438356,0.040385711,2191.65,495.2246575,Sicilia,Messina,Isole
San Teodoro,,,San Teodoro,0.034697843,2895.535088,3285.506849,0.036066281,2779.948276,3216.300546,0.040757231,2829.684211,3263.224658,0.040598077,2927.341085,3177.490411,Sicilia,Messina,Isole
Viagrande,,,Viagrande,0.051375409,1716.880531,4398.991781,0.045577766,1966.256281,4366.163934,0.062715201,1833.129032,4448.682192,0.062554975,2125.073529,4348.175342,Sicilia,Catania,Isole
Ragusa,,,Ragusa,0.050168268,2832.663784,39188.11781,0.041297358,3843.665015,39106.61749,0.057792837,2627.127337,38862.94795,0.062351109,2404.615215,36262.3863,Sicilia,Ragusa,Isole
Bulzi,,,Bulzi,0.028651796,898.5,209.4109589,0.04973379,10663.09091,221.1775956,0.021744311,2777.2,229.9452055,0.034616844,2229.571429,202.2136986,Sardegna,Sassari,Isole
Canicattì,,,Canicattì,0.05239536,2761.472993,13073.67671,0.05255912,3237.936107,12804.62842,0.060870474,2706.988127,12452.67123,0.061500689,3672.06158,12146.20548,Sicilia,Agrigento,Isole
Villalba,,,Villalba,0.02692645,2221.277778,668.4876712,0.012207274,1745.625,655.3469945,0.017785574,1647.833333,674.7041096,0.0299176,1999.588235,568.2273973,Sicilia,Caltanissetta,Isole
Piazza Armerina,,,Piazza Armerina,0.037763166,2469.284375,8473.865753,0.039402342,3904.531343,8502.032787,0.050007461,3550.314554,8518.728767,0.048288681,2406.506203,8345.641096,Sicilia,Enna,Isole
Selegas,,,Selegas,0.038845629,1867.416667,617.830137,0.033717958,3324.55,593.1557377,0.035585949,2524.761905,590.1205479,0.035306806,1230.65,566.4630137,Sardegna,Sud Sardegna,Isole
Scurzolengo,,,Scurzolengo,0.038366348,2800,286.709589,0.023860525,973.8571429,293.3715847,0.062031521,2484,306.2958904,0.048852087,1890.266667,307.0493151,Piemonte,Asti,Nord-ovest
Monteleone di Puglia,,,Monteleone di Puglia,0.020659728,2363.111111,435.630137,0.009246394,1666,432.6010929,0.029742876,1263,437.0794521,0.023446885,1741.5,426.4958904,Puglia,Foggia,Sud
Roccaforzata,,,Roccaforzata,0.047899364,2553.514286,730.6986301,0.042140491,6080.233333,711.9043716,0.042974714,2843.166667,698.0849315,0.038741493,3180.192308,671.1150685,Puglia,Taranto,Sud
Cursi,,,Cursi,0.02343845,2777.957447,2005.252055,0.036463885,2589.684932,2001.980874,0.037960624,2525.426667,1975.731507,0.035671946,2443.376812,1934.293151,Puglia,Lecce,Sud
Gonnoscodina,,,Gonnoscodina,0.027088634,1258.571429,258.4109589,0.0155162,1063,257.795082,0.026890774,993,260.3123288,0.042976569,1097.636364,255.9534247,Sardegna,Oristano,Isole
Pau,,,Pau,0.036047247,1491,138.7068493,0.057419646,2048.125,139.3251366,0.014396434,2331,138.9232877,0.037772167,1348.6,132.3726027,Sardegna,Oristano,Isole
Modolo,,,Modolo,0.014268402,5275,70.08493151,0,0,72.10928962,0.042340113,1147,70.85479452,0.048464194,10619,61.90136986,Sardegna,Oristano,Isole
Camburzano,,,Camburzano,0.053135877,19794.12121,621.0493151,0.033111042,1509.714286,634.2295082,0.052355224,1135.121212,630.309589,0.05493879,1822.636364,600.6684932,Piemonte,Biella,Nord-ovest
Viganò,,,Viganò,0.035544136,3469.74359,1097.227397,0.034356689,1755.657895,1106.043716,0.062345357,2561.9,1122.778082,0.050983525,12520.38596,1118.008219,Lombardia,Lecco,Nord-ovest
Arola,,,Arola,0.015492031,1171,129.0986301,0.032514547,847.25,123.0218579,0.015495977,1075,129.0657534,0.024,1939.666667,125,Piemonte,Verbano-Cusio-Ossola,Nord-ovest
Cafasse,,,Cafasse,0.03863073,2854.267606,1837.915068,0.036706022,3992.449275,1879.800546,0.049217763,2434.891304,1869.243836,0.049326917,2287.533333,1824.561644,Piemonte,Torino,Nord-ovest
Andezeno,,,Andezeno,0.045662672,3549.06,1094.986301,0.038180777,3218.756098,1073.838798,0.0475992,20376.41176,1071.446575,0.052394897,2508.963636,1049.720548,Piemonte,Torino,Nord-ovest
Massiola,,,Massiola,0.051573097,2740,58.16986301,0,0,55.66939891,0.05323804,1670.666667,56.35068493,0.072579042,1535.25,55.11232877,Piemonte,Verbano-Cusio-Ossola,Nord-ovest
La Maddalena,,,La Maddalena,0.033307249,4198.122905,5374.205479,0.026298181,3142.291667,5475.663934,0.046109054,2729.153543,5508.679452,0.046268806,2036.11336,5338.369863,Sardegna,Sassari,Isole
Olbia,,,Olbia,0.051341528,4042.93426,30813.26301,0.044584669,3985.402788,30571.04645,0.061250471,4041.216996,30546.70411,0.059049352,2849.339022,29771.70685,Sardegna,Sassari,Isole
Lunamatrona,,,Lunamatrona,0.046384694,2333.45,862.3534247,0.038304188,1975.575758,861.5245902,0.035064124,1379.266667,855.5753425,0.033161254,33983.64286,844.3589041,Sardegna,Sud Sardegna,Isole
Caines,,,Caines,0.03069991,1316.714286,228.0136986,0.024293433,7092.6,205.8169399,0.062238487,1293.846154,208.8739726,0.024654832,1354.2,202.8,Trentino-Alto Adige/Südtirol,Bolzano/Bozen,Nord-est
Fiera di Primiero,Fiera di Primiero,,Primiero San Martino di Castrozza,0.033066673,4858.869565,2782.257534,0.027099167,2636.166667,2214.090164,0.053010014,4343.135593,1112.99726,0.044139261,3331.871795,883.5671233,,,
Rocchetta Palafea,,,Rocchetta Palafea,0.0220022,2546.25,181.8,0.026667444,1474.4,187.4945355,0.060625355,3228.916667,197.9369863,0.026191535,612.6,190.9013699,Piemonte,Asti,Nord-ovest
Caraglio,,,Caraglio,0.041913704,2408.970238,4008.235616,0.042074981,2588.835366,3897.803279,0.056793491,1892.22973,3908.89863,0.053879294,7114.257732,3600.641096,Piemonte,Cuneo,Nord-ovest
Cardè,,,Cardè,0.029467565,2143.25,678.7123288,0.031008815,2454.190476,677.226776,0.04356735,22348.5,688.5890411,0.029194161,2392.5,685.0684932,Piemonte,Cuneo,Nord-ovest
Castellinaldo,Castellinaldo,,Castellinaldo d'Alba,0.030329109,2309.785714,461.6027397,0.030184322,1894.5,463.8169399,0.028321595,1784.615385,459.0136986,0.032121193,5284.285714,435.8493151,,,
Melle,,,Melle,0.066241191,56978.58333,181.1561644,0.011650485,701,171.6666667,0.035245268,4574.833333,170.2356164,0.01192674,933,167.690411,Piemonte,Cuneo,Nord-ovest
Niella Belbo,,,Niella Belbo,0.028237224,21988.4,177.0712329,0.029025504,2169.4,172.2622951,0.050196354,9891.777778,179.2958904,0.034026817,1162.666667,176.3315068,Piemonte,Cuneo,Nord-ovest
Novello,,,Novello,0.042175154,1815.730769,616.4767123,0.032643596,2515,612.6775956,0.044287358,2080.296296,609.6547945,0.056278116,2452.205882,604.1424658,Piemonte,Cuneo,Nord-ovest
Landiona,,,Landiona,0.026258573,1531.888889,342.7452055,0.023359155,1945.75,342.4781421,0.040536253,1043.5,345.369863,0.049907504,2166.470588,340.630137,Piemonte,Novara,Nord-ovest
Ostana,,,Ostana,0.038765865,9495.5,51.59178082,0.058889783,2950.333333,50.94262295,0.07452782,1289.25,53.67123288,0,0,48.96164384,Piemonte,Cuneo,Nord-ovest
Calvizzano,,,Calvizzano,0.066253557,3249.182927,3713.008219,0.057130634,3093.875,3780.808743,0.08062999,2818.225806,3844.723288,0.091112731,2934.178363,3753.591781,Campania,Napoli,Sud
San Benedetto Belbo,,,San Benedetto Belbo,0.039718164,1407,100.709589,0,0,99.63114754,0.020021393,1079.5,99.89315068,0.010881879,700,91.89589041,Piemonte,Cuneo,Nord-ovest
Ciriè,,,Ciriè,0.04540731,2471.73903,9535.909589,0.041962614,2389.252475,9627.617486,0.057058205,5195.416216,9726.909589,0.06480184,2458.610577,9629.356164,Piemonte,Torino,Nord-ovest
Trezzo Tinella,,,Trezzo Tinella,0.030697635,1169.166667,195.4547945,0.02063454,2341.25,193.8497268,0.015539189,2870.333333,193.060274,0.016225347,1573.666667,184.8958904,Piemonte,Cuneo,Nord-ovest
Trinità,,,Trinità,0.033699099,2216.75,1186.975342,0.029991642,2047.171429,1166.991803,0.049261027,2429.20339,1197.70137,0.02933827,1805.323529,1158.89589,Piemonte,Cuneo,Nord-ovest
Bagnolo del Salento,,,Bagnolo del Salento,0.030587352,2201.148148,882.7178082,0.022044349,2731.842105,861.8989071,0.026153966,3220.954545,841.1726027,0.036321648,34175.2069,798.4219178,Puglia,Lecce,Sud
Azzano d'Asti,,,Azzano d'Asti,0.010529808,719.5,189.9369863,0.021046578,1093,190.0546448,0.065694744,1283.583333,182.6630137,0.06359993,8809.636364,172.9561644,Piemonte,Asti,Nord-ovest
Cinaglio,,,Cinaglio,0.036682956,2801.5,218.0849315,0.031779503,1056.142857,220.2677596,0.044617209,1723.2,224.1287671,0.051794422,1646.727273,212.3780822,Piemonte,Asti,Nord-ovest
Quaranti,,,Quaranti,0.034847087,668,86.09041096,0.024106702,1039,82.96448087,0.011534572,3100,86.69589041,0.102180472,1198,88.07945205,Piemonte,Asti,Nord-ovest
Borgone Susa,,,Borgone Susa,0.031560819,6158.694444,1140.654795,0.033255384,2733.236842,1142.672131,0.04891649,6476.982143,1144.808219,0.03652539,1918.487805,1122.506849,Piemonte,Torino,Nord-ovest
Roatto,,,Roatto,0.026741886,2369.5,149.5780822,0.013314659,2531,150.2103825,0.019027264,1581.666667,157.6684932,0.019752864,2186.666667,151.8767123,Piemonte,Asti,Nord-ovest
Candiolo,,,Candiolo,0.053489759,3182.347222,2692.10411,0.04095038,2314.761062,2759.437158,0.060115054,2968.857143,2794.641096,0.064918584,2600.168539,2741.89589,Piemonte,Torino,Nord-ovest
Casalborgone,,,Casalborgone,0.044540996,2184.465116,965.4027397,0.026076091,2354.115385,997.0819672,0.049158117,1682.24,1017.126027,0.050285801,6688.755102,974.430137,Piemonte,Torino,Nord-ovest
Bubbiano,,,Bubbiano,0.059760441,2968.210526,953.8082192,0.049855998,2729.122449,982.8306011,0.073482164,2022.465753,993.4383562,0.073142733,4984.314286,957.0328767,Lombardia,Milano,Nord-ovest
Cascinette d'Ivrea,,,Cascinette d'Ivrea,0.044024702,5771.857143,795.0082192,0.020114242,3040.875,795.4562842,0.037818217,2744.3,793.2684932,0.056500124,1527.581395,761.060274,Piemonte,Torino,Nord-ovest
Caselette,,,Caselette,0.044780531,2579.242424,1473.854795,0.04615483,2861.15493,1538.300546,0.051702158,2827.012346,1566.665753,0.058067117,2590.079545,1515.487671,Piemonte,Torino,Nord-ovest
Pertusio,,,Pertusio,0.036962233,1643.666667,486.9835616,0.030880343,1372.666667,485.7459016,0.052327648,1572.72,477.7589041,0.04750157,2013.826087,484.1945205,Piemonte,Torino,Nord-ovest
Castagneto Po,,,Castagneto Po,0.050937542,1493.93617,922.6986301,0.042122348,2414.179487,925.8743169,0.051933759,2134.510204,943.509589,0.069801538,2337.52381,902.5589041,Piemonte,Torino,Nord-ovest
Zelbio,,,Zelbio,0.011096923,1539,90.11506849,0.031280269,996.6666667,95.90710383,0.049811671,1442,100.3780822,0.063063322,1228.833333,95.14246575,Lombardia,Como,Nord-ovest
Castagnole Piemonte,,,Castagnole Piemonte,0.038009692,1722.139535,1131.290411,0.038378907,2793.348837,1120.407104,0.044059351,2930.1,1134.832877,0.046134515,2268.647059,1105.463014,Piemonte,Torino,Nord-ovest
Carasco,,,Carasco,0.060203725,2168.198198,1843.739726,0.053143434,2679.373626,1712.346995,0.070916627,2276.84127,1776.734247,0.06628106,11538.66957,1735.035616,Liguria,Genova,Nord-ovest
Cercenasco,,,Cercenasco,0.030778744,5091.166667,974.6986301,0.031970109,2695.387097,969.6557377,0.034918795,4651.823529,973.6876712,0.044500049,2076.047619,943.8191781,Piemonte,Torino,Nord-ovest
Cicagna,,,Cicagna,0.049855555,2314.716667,1203.476712,0.035637865,5727.829268,1150.461749,0.042309799,2299.176471,1205.394521,0.065999141,1871.7,1212.136986,Liguria,Genova,Nord-ovest
Isolabella,,,Isolabella,0.060690943,1965.615385,214.2,0.028209904,1310.333333,212.6912568,0.05395617,2155.666667,222.4027397,0.05690307,1561.916667,210.8849315,Piemonte,Torino,Nord-ovest
Nole,,,Nole,0.042920756,4278.226415,3704.50137,0.036126185,2574.97037,3736.901639,0.055325639,8250.1875,3759.558904,0.057605744,3939.314554,3697.547945,Piemonte,Torino,Nord-ovest
Nomaglio,,,Nomaglio,0.029904796,147783.6,167.1972603,0.035275975,2917.666667,170.0874317,0.030194735,7267.2,165.5917808,0.01860157,359,161.2767123,Piemonte,Torino,Nord-ovest
Meana di Susa,,,Meana di Susa,0.029254729,2867.384615,444.3726027,0.02227429,2479.5,448.9480874,0.031513836,1320.357143,444.2493151,0.029091392,2568.916667,412.4931507,Piemonte,Torino,Nord-ovest
Fallo,,,Fallo,0.015980736,938,62.57534247,0,0,69.50819672,0.01369606,2427,73.01369863,0.028422364,625,70.36712329,Abruzzo,Chieti,Sud
Mercenasco,,,Mercenasco,0.027391363,4328.578947,693.6493151,0.027013903,12293.84211,703.3415301,0.040346299,1670.214286,693.9917808,0.032865656,2471.818182,669.3917808,Piemonte,Torino,Nord-ovest
Moncenisio,,,Moncenisio,0,0,31.5890411,0.032461197,367,30.80601093,0,0,27.28767123,0,0,24.80273973,Piemonte,Torino,Nord-ovest
Osasio,,,Osasio,0.027560542,2537.214286,507.9726027,0.013199314,1227.571429,530.3306011,0.045785966,2379.791667,524.1780822,0.064480383,4242.575758,511.7835616,Piemonte,Torino,Nord-ovest
Ozegna,,,Ozegna,0.04414109,3433.090909,747.6027397,0.029641955,2299.409091,742.1912568,0.038951585,1390.357143,718.8410959,0.032729172,2364.608696,702.7369863,Piemonte,Torino,Nord-ovest
Palazzo Canavese,,,Palazzo Canavese,0.054293931,1830.888889,497.2931507,0.032289013,1946.125,495.5245902,0.059824297,5785.766667,501.4684932,0.038498049,3173.166667,467.5561644,Piemonte,Torino,Nord-ovest
Sizzano,,,Sizzano,0.034226443,1942.153846,759.6465753,0.025478416,2723.4,784.9781421,0.043062765,3647.794118,789.5452055,0.042227154,2691.30303,781.4876712,Piemonte,Novara,Nord-ovest
Pecco,Pecco,,Val di Chy,0.036850076,2631.043478,624.1506849,0.039195038,3441.375,612.3224044,0.036888559,1653.333333,81.3260274,0.03234573,3122.666667,92.74794521,Piemonte,Torino,Nord-ovest
Salassa,,,Salassa,0.030295409,2017.909091,1089.273973,0.025893631,2280.857143,1081.346995,0.050384466,2884.388889,1071.758904,0.043842127,2092.869565,1049.219178,Piemonte,Torino,Nord-ovest
Samone,,,Samone,0.039576536,2627.090909,1111.769863,0.025263158,1990.107143,1108.333333,0.050649151,6044.77193,1125.389041,0.046110195,3160.98,1084.358904,Trentino-Alto Adige/Südtirol,Trento,Nord-est
Sant'Ambrogio di Torino,,,Sant'Ambrogio di Torino,0.047956064,2505.67619,2189.50411,0.037178949,2682.731707,2205.54918,0.052151014,2396.146552,2224.309589,0.062176785,2477.753731,2155.145205,Piemonte,Torino,Nord-ovest
Casanova Elvo,,,Casanova Elvo,0,0,116.5945205,0,0,122.2786885,0.062655566,1579.625,127.6821918,0.022962233,1265.333333,130.6493151,Piemonte,Vercelli,Nord-ovest
Miagliano,,,Miagliano,0.030451242,1279.25,262.7150685,0.013970265,11830.75,286.3224044,0.065752734,1907.6,304.169863,0.050872971,2353.666667,294.8520548,Piemonte,Biella,Nord-ovest
Nalles,,,Nalles,0.038484439,2297.588235,1325.210959,0.032274299,1911.658537,1270.360656,0.046524405,4990.655172,1246.657534,0.051348713,7592.28,973.7342466,Trentino-Alto Adige/Südtirol,Bolzano/Bozen,Nord-est
Scopa,,,Scopa,0.036947059,2846.714286,189.460274,0.020745065,2844.25,192.8169399,0.034851523,2245.142857,200.8520548,0.046329596,2007.888889,194.260274,Piemonte,Vercelli,Nord-ovest
Stroppiana,,,Stroppiana,0.032847372,2829.904762,639.3205479,0.03024206,3200.2,661.3306011,0.046167279,1592.774194,671.4712329,0.045656112,2069.354839,678.9890411,Piemonte,Vercelli,Nord-ovest
Agrate Conturbia,,,Agrate Conturbia,0.028950057,5675.96,863.5561644,0.024251565,1769,865.9234973,0.041204558,2021.135135,897.9589041,0.044920167,2853.631579,845.9452055,Piemonte,Novara,Nord-ovest
Veruno,Veruno,,Gattico-Veruno,0.031475823,2253.5,2986.419178,0.027762771,7744.182927,2953.595628,0.036940115,78693.97143,947.4794521,0.048763929,11299.63265,1004.841096,Piemonte,Novara,Nord-ovest
Briaglia,,,Briaglia,0.016542285,1335.333333,181.3534247,0.027676114,1223.2,180.6612022,0.033781178,2138.666667,177.6136986,0.048938547,1376.111111,183.9041096,Piemonte,Cuneo,Nord-ovest
Borgio Verezzi,,,Borgio Verezzi,0.047438089,2494.391304,969.6849315,0.043384266,2332.904762,968.0928962,0.051416996,2401.3,972.4410959,0.058979949,2625.333333,966.430137,Liguria,Savona,Nord-ovest
Santo Stefano Ticino,,,Santo Stefano Ticino,0.03863406,2924.9,2329.550685,0.026276875,2132.096774,2359.489071,0.051234023,1990.803279,2381.230137,0.050693498,2130.831933,2347.441096,Lombardia,Milano,Nord-ovest
Trezzano Rosa,,,Trezzano Rosa,0.044905871,2830.613208,2360.493151,0.031027791,2029.150685,2352.729508,0.049567209,2147.669565,2320.082192,0.047991961,2262.458716,2271.213699,Lombardia,Milano,Nord-ovest
